ks_count,ks_rate,dwell_mean,dwell_std,flight_mean,flight_std,backspace_rate,digraph_mean,digraph_std,user_id
248,6.466640721829558,97.01461515724222,8.280759870544985,102.56068739061314,20.68823828925629,0.04683757407656418,116.61771394855366,15.715113589058248,Asna
215,6.652715360173323,94.35347507225002,14.782121198853762,118.10925425750987,18.301520586213112,0.05368750784082499,112.38547754882927,21.426809081298362,Asna
174,5.644557454502154,97.11058143260604,11.660985489270645,106.72711273443386,18.893673437549058,0.05532309185553349,117.63647852674167,19.19326451490034,Asna
263,7.200070101337595,89.50020441522777,11.234007143661655,106.6731064188082,22.27875927073437,0.06128972292720892,116.56564110605632,15.867269471819508,Asna
234,6.1242827208943496,89.54876013922059,10.174291856007867,107.09048257516523,19.525576211730947,0.05218688596729013,117.23066323336089,17.928753552201933,Asna
250,6.237463603666014,94.78982742596342,13.669924589520217,103.53393385790577,19.719899913999992,0.045296273457072045,113.79273020171667,17.785595453084653,Asna
215,6.9326215706660586,86.63001727085995,12.227194726769087,119.36144866752421,23.25360830531223,0.05711226579792855,129.94269042119717,18.299271963365644,Asna
250,6.290282402829207,86.77159098371976,9.171216277725415,99.52405464232052,16.7792913493306,0.05497160744053764,113.48088308074325,19.655339448805194,Asna
225,6.184619403082708,86.22128385316417,12.657198887312903,103.0166288576825,18.48358581396825,0.046182621060016714,102.97658011885262,19.076390060653864,Asna
267,5.8654263573030265,90.77216942252319,12.611420947938253,112.07598289169452,19.235141206269006,0.04576701687955846,111.66319085658314,12.51553459194346,Asna
201,5.067242844472333,85.88663923443673,9.320774405826025,99.39374352339729,22.45057242093511,0.04643736028938574,112.57922783130395,13.896745734789592,Asna
167,5.46335770518442,87.04133253419229,13.557353740194213,96.7788504693816,21.097833372769944,0.05237735602332278,109.06553439668677,13.476932634753773,Asna
223,6.137976957991513,90.45569565785307,15.246835487270152,108.72122290011512,17.001637029848272,0.051792756349563165,117.17471814112886,22.142479282663793,Asna
257,6.428968903349128,102.53781795393297,10.123540638903044,110.11485112328194,18.055383421698,0.04610190196844232,108.78840048355835,20.657052961766333,Asna
172,5.425543650266597,90.8810809477567,13.542919517529498,122.75489140779926,28.519364700923216,0.05414409433275997,105.80591453142713,11.403860730417176,Asna
